Semente,Eixo Menor,Eixo Maior,Razao,Area,Perimetro
1.0,7.637420443200581,22.95394175952552,3.0054573962810816,110.5,51.21320307254791
2.0,7.788585051939525,24.934274238036146,3.2013869106850126,126.0,55.11269783973694
3.0,8.699205781826024,27.807359762642587,3.196540058948419,155.0,63.11269783973694
4.0,8.469356952037257,27.876527862583973,3.2914574294661683,155.0,61.79898953437805
5.0,6.975894246896375,26.479296161122328,3.795828208391083,118.5,57.35533845424652
6.0,8.207023332339608,25.245168211410935,3.0760444060068486,133.5,55.55634891986847
7.0,8.108278666820025,27.49569127057905,3.3910639237270503,143.5,60.18376553058624
8.0,6.418645584094395,25.7337899731143,4.009224319361617,105.5,55.35533845424652
9.0,7.45478098507105,22.43817826587486,3.0099044238602817,103.0,49.79898953437805
10.0,7.265099060470244,27.750995722860733,3.81976838744777,130.0,60.28427076339722
11.0,10.95047920306833,23.451173150557235,2.1415659274514858,118.0,53.11269783973694
12.0,8.585376560892708,28.806180126393397,3.355261114300865,157.5,64.04163014888763
13.0,7.930156416763545,29.167407607604947,3.678036860149191,150.5,64.18376553058624
14.0,8.850472887643315,26.93543072501049,3.043388875030247,156.0,59.79898953437805
15.0,7.756655515904332,28.400260835025733,3.661405457132075,142.0,61.94112491607666
16.0,8.357591867198986,27.96024881568516,3.3454910529216746,151.0,62.28427076339722
17.0,7.96086214115791,26.957746312594296,3.3862847810442402,136.0,59.94112491607666
18.0,8.34651137007286,28.36733375720133,3.398705459015471,153.0,63.5979790687561
19.0,8.388867092343817,25.86297674082383,3.0830118603771814,141.5,57.35533845424652
20.0,8.08572720348933,23.973285920227433,2.9648892816816717,125.5,53.21320307254791
21.0,7.619178644281687,27.769722651448973,3.644713419640132,135.5,60.041630148887634
22.0,9.872429884899116,27.10066866319197,2.74508595950073,152.5,60.5269113779068
23.0,8.096263519813329,25.431781380041702,3.141175101057984,135.5,55.35533845424652
24.0,14.429864933347867,26.950249551978636,1.867671643252583,142.5,60.5269113779068
25.0,8.316242173272997,25.416225772931607,3.0562152043401385,138.0,57.11269783973694
26.0,7.986185349771109,24.356290329629232,3.049802786048198,123.0,52.97056245803833
27.0,7.19209511781793,25.952389787650716,3.6084603112875167,119.5,56.38477599620819
28.0,7.831796495019288,25.261804881734516,3.2255440878475357,126.5,56.18376553058624
29.0,7.691027417257142,29.36718994849664,3.8183702066387757,143.0,63.79898953437805
30.0,7.8534406206511465,24.078021729196013,3.065920135167413,121.0,53.79898953437805
31.0,8.272556712219526,26.229117511156943,3.170618035463389,139.0,58.62741661071777
32.0,8.319353146078166,27.653790362446923,3.3240313131175614,148.5,59.55634891986847
33.0,8.389119657351271,26.93819842715082,3.2110876382059046,147.0,60.28427076339722
34.0,7.746389254849878,25.771266618648536,3.326874724571012,124.0,56.14213538169861
35.0,7.76185486577477,25.57060238880817,3.2943932643677143,126.5,55.55634891986847
36.0,7.17606894202025,23.470041030750078,3.270598599369455,109.0,51.11269783973694
37.0,7.327707111714559,26.093622882816963,3.560953308450602,121.5,56.870057225227356
38.0,8.1671015495747,28.701375415430316,3.5142669943812486,154.5,62.18376553058624
