Semente,Eixo Menor,Eixo Maior,Razao,Area,Perimetro
1.0,7.263443914783465,23.536503853025497,3.240405533402836,109.0,52.62741661071777
2.0,6.755917161311868,24.024580341986407,3.5560797695336603,101.5,53.21320307254791
3.0,6.809305546277015,25.99361527897912,3.8173665585018606,113.0,54.97056245803833
4.0,7.146106105633726,24.3550452525841,3.4081561192302314,109.5,52.72792184352875
5.0,7.258791877332763,22.819805744825434,3.1437470767119655,104.5,52.041630148887634
6.0,7.671532272358344,26.968152050610822,3.5153540509476873,133.0,58.76955199241638
7.0,7.66478523509971,24.365408578577792,3.1788768805941405,120.5,53.69848430156708
8.0,7.021072844431687,23.675771777267972,3.3721017146325276,105.5,50.72792184352875
9.0,7.004538847012807,24.492576692111605,3.496672261665997,110.0,54.28427076339722
10.0,7.318593743834109,24.86662836053323,3.397733120721899,114.5,54.38477599620819
11.0,7.753401465284132,28.749556695270844,3.707992785359694,145.0,62.76955199241638
12.0,7.039983135004927,27.2535072913757,3.871246105102584,122.5,58.38477599620819
13.0,6.982018576785285,26.34783115774203,3.7736695868078454,117.5,55.55634891986847
14.0,7.066628177172248,24.74064463896236,3.5010536876531226,108.0,53.455843687057495
15.0,7.017737436320266,25.57502636400923,3.6443407289143943,114.0,54.97056245803833
16.0,7.2667517779886825,24.416576993753818,3.3600400481151325,111.0,54.62741661071777
17.0,7.488440839974607,20.030647654746964,2.674875595974514,94.0,44.14213538169861
18.0,7.509124608790942,22.506830658888312,2.997264239368133,109.5,48.5269113779068
19.0,7.39347120320684,24.74840686571321,3.3473325567263794,111.0,53.79898953437805
20.0,7.7671652187710425,21.838929387037396,2.8116988337339444,108.0,49.455843687057495
21.0,6.751208945069699,25.17690690907447,3.729244215950503,109.0,53.94112491607666
22.0,7.993002111646236,23.994868796023326,3.0019845435873846,106.5,53.21320307254791
23.0,1.3333333333333333,2.3094010767585034,1.7320508075688776,0.5,3.414213538169861
24.0,7.098135988682221,21.41589702731859,3.0171156288729377,95.0,46.14213538169861
25.0,7.303189194358731,23.077502462335353,3.1599212136201156,108.5,50.5269113779068
26.0,13.950955135645351,20.526420593003547,1.4713272599205462,111.5,48.5269113779068
27.0,7.33169847731279,23.908193862564133,3.2609352302942702,113.0,53.11269783973694
28.0,6.528181533375397,24.43241486431387,3.7426065343622708,101.5,51.35533845424652
29.0,6.970761141200228,26.245320934221688,3.7650581339102893,118.0,56.28427076339722
30.0,6.871412213042834,25.625595958431205,3.729305587254755,114.5,54.18376553058624
31.0,7.661417053099283,26.25318505150052,3.4266748395951483,127.0,58.28427076339722
32.0,10.126800034570373,25.69031415962626,2.536863972027287,116.0,55.455843687057495
33.0,7.382630797026515,25.01628796902857,3.3885329846244407,118.5,52.72792184352875
34.0,7.881445433295593,22.870098338490124,2.9017644710035233,116.5,50.5269113779068
35.0,9.265875422150604,25.572686653169345,2.75987809981088,131.0,57.455843687057495
36.0,7.173348980386681,24.53318960687065,3.420046853143367,113.5,53.69848430156708
37.0,7.163842660064159,21.89574850938623,3.056425098703959,97.0,48.97056245803833
38.0,7.167281854363782,23.17225308440264,3.2330601133390995,106.0,51.11269783973694
39.0,6.347224275504823,22.02562309662608,3.4701189276747724,85.0,47.94112491607666
40.0,6.984134138953054,26.83654063520847,3.8425007454440676,116.0,56.97056245803833
41.0,8.050968897859077,22.20072720660166,2.7575224160293677,115.5,48.72792184352875
42.0,6.729404286832287,24.755624648317614,3.6787245338726344,105.5,53.69848430156708
43.0,6.787118026200576,23.851767625104923,3.514270347595108,102.0,52.14213538169861
44.0,7.8500733645016405,24.511330476188842,3.1224332994173154,121.0,55.455843687057495
45.0,7.670607425447848,25.79453633779887,3.362776232325937,130.5,55.35533845424652
46.0,7.760591740916834,24.06931496445322,3.1014793417814395,121.0,51.94112491607666
47.0,7.307884949742027,23.365068268560016,3.1972408472830183,108.5,51.35533845424652
48.0,7.695108103359787,22.74106776779603,2.955262936185,110.5,50.870057225227356
49.0,7.2146015230012965,25.701232994173402,3.562391202373934,119.0,56.62741661071777
50.0,7.389332707479312,22.883488390317805,3.0968274533308895,110.5,49.35533845424652
51.0,7.297332810475843,27.06669535380575,3.7091216827810802,125.5,58.38477599620819
52.0,7.53895190334383,28.9019470503185,3.8336823766575985,145.0,60.426406145095825
53.0,6.778204352917645,25.360071478909852,3.7414144157506453,107.5,53.55634891986847
54.0,6.986747021406457,22.754625447413396,3.2568268720330464,100.0,50.62741661071777
55.0,7.363172700544547,25.947336560319545,3.5239342625225394,121.0,56.62741661071777
56.0,7.263912131270858,27.036240481782556,3.721994428510857,126.0,57.31370830535889
57.0,7.534808429755053,21.869298536767435,2.90243590671865,105.0,48.28427076339722
58.0,7.051436907006126,22.826403248570294,3.237127914438342,102.5,49.55634891986847
59.0,6.459338459504417,23.351959339253376,3.61522460630512,97.0,49.94112491607666
60.0,7.409554292927111,24.317772965747967,3.2819481448379184,116.5,52.5269113779068
61.0,7.970644779826275,25.491744531256952,3.1982035626247742,131.5,56.041630148887634
62.0,7.522775317459721,23.680287836794438,3.1478127203712316,113.5,53.69848430156708
63.0,7.4933933453250345,25.93040580209124,3.4604356940996106,123.5,55.55634891986847
64.0,6.472482667123539,26.75998844994531,4.134424119182357,110.0,57.11269783973694
65.0,7.557101338441716,25.616100304633804,3.389672727336468,125.0,54.76955199241638
66.0,7.9588735813028055,23.444931626497894,2.945760023324826,119.0,52.14213538169861
67.0,7.940704850111368,27.11057428620922,3.414126931796111,138.5,59.21320307254791
68.0,8.034936517680503,24.91116460344278,3.1003561196316767,130.0,57.11269783973694
