Semente,Eixo Menor,Eixo Maior,Razao,Area,Perimetro
1.0,8.336465252188592,23.74910441165993,2.848821855932887,129.5,54.041630148887634
2.0,16.32660952039649,25.529796983600654,1.5636925077253065,240.5,88.66904675960541
3.0,2.913725436338734,3.7032803990902057,1.270977818604485,2.0,5.656854152679443
4.0,3.4641016151377544,3.4641016151377544,1.0,2.0,5.656854152679443
5.0,2.9137254363387344,3.703280399090206,1.270977818604485,2.0,5.656854152679443
6.0,8.413070707822602,22.766985912341795,2.706144605580541,121.5,52.38477599620819
7.0,8.61024461993742,25.146459257884036,2.920527855812162,141.0,56.14213538169861
8.0,8.303405437535972,24.560292379284494,2.9578577806472546,130.5,55.21320307254791
9.0,7.615679656948502,24.95038208224511,3.27618586996113,120.0,55.455843687057495
10.0,8.910355657724672,25.317483477842657,2.841354986306761,146.0,57.79898953437805
11.0,7.999929684302599,27.149522809331387,3.3937201801415795,137.0,58.14213538169861
12.0,8.043183139780322,25.90081844772034,3.220219905178953,136.5,57.69848430156708
13.0,8.315111469835715,26.43537450180033,3.1791966466954196,145.5,58.18376553058624
14.0,8.30798504685034,25.436388395710143,3.0616796073018206,138.5,55.55634891986847
15.0,8.234917861223161,28.25183255935645,3.4307364123678226,152.5,61.21320307254791
16.0,16.267166112841632,24.716820728444116,1.519430032065152,240.5,85.84061968326569
17.0,3.4641016151377544,3.4641016151377544,1.0,2.0,5.656854152679443
18.0,7.548483805334335,23.1989719376127,3.0733287022777387,111.0,50.14213538169861
19.0,8.682494929355594,25.239031331274862,2.9068869647065925,140.5,56.38477599620819
20.0,8.243779660329995,21.66645248407575,2.6282182902506706,114.0,49.79898953437805
21.0,8.289241812414504,23.783877295466144,2.8692464080183875,127.5,54.041630148887634
22.0,7.731020207319749,25.34662532651837,3.2785615154026018,124.5,56.870057225227356
23.0,9.961947641697432,25.2116585985816,2.5307961359939197,131.5,55.35533845424652
24.0,7.483145809778201,25.215901131790144,3.3696926096028506,121.5,55.21320307254791
25.0,8.014820419460722,23.12823883095237,2.8856839730051687,121.0,52.28427076339722
